###>>>>>>>>>>>>>>>>>>>> START ./from-testssl.tsv
[-] [0x00] => 0x00,0x00 : 
0xC0,0x78	TLS_ECDH_RSA_WITH_CAMELLIA_128_CBC_SHA256	ECDH-RSA-CAMELLIA128-SHA256
0xC0,0x79	TLS_ECDH_RSA_WITH_CAMELLIA_256_CBC_SHA384	ECDH-RSA-CAMELLIA256-SHA384
0xC0,0x7A	TLS_RSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x7B	TLS_RSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x7C	TLS_DHE_RSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x7D	TLS_DHE_RSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x7E	TLS_DH_RSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x7F	TLS_DH_RSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x80	TLS_DHE_DSS_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x81	TLS_DHE_DSS_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x82	TLS_DH_DSS_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x83	TLS_DH_DSS_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x84	TLS_DH_anon_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x85	TLS_DH_anon_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x86	TLS_ECDHE_ECDSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x87	TLS_ECDHE_ECDSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x88	TLS_ECDH_ECDSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x89	TLS_ECDH_ECDSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x8A	TLS_ECDHE_RSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x8B	TLS_ECDHE_RSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x8C	TLS_ECDH_RSA_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x8D	TLS_ECDH_RSA_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x8E	TLS_PSK_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x8F	TLS_PSK_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x90	TLS_DHE_PSK_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x91	TLS_DHE_PSK_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x92	TLS_RSA_PSK_WITH_CAMELLIA_128_GCM_SHA256	
0xC0,0x93	TLS_RSA_PSK_WITH_CAMELLIA_256_GCM_SHA384	
0xC0,0x94	TLS_PSK_WITH_CAMELLIA_128_CBC_SHA256	PSK-CAMELLIA128-SHA256
0xC0,0x95	TLS_PSK_WITH_CAMELLIA_256_CBC_SHA384	PSK-CAMELLIA256-SHA384
0xC0,0x96	TLS_DHE_PSK_WITH_CAMELLIA_128_CBC_SHA256	DHE-PSK-CAMELLIA128-SHA256
0xC0,0x97	TLS_DHE_PSK_WITH_CAMELLIA_256_CBC_SHA384	DHE-PSK-CAMELLIA256-SHA384
0xC0,0x98	TLS_RSA_PSK_WITH_CAMELLIA_128_CBC_SHA256	RSA-PSK-CAMELLIA128-SHA256
0xC0,0x99	TLS_RSA_PSK_WITH_CAMELLIA_256_CBC_SHA384	RSA-PSK-CAMELLIA256-SHA384
0xC0,0x9A	TLS_ECDHE_PSK_WITH_CAMELLIA_128_CBC_SHA256	ECDHE-PSK-CAMELLIA128-SHA256
0xC0,0x9B	TLS_ECDHE_PSK_WITH_CAMELLIA_256_CBC_SHA384	ECDHE-PSK-CAMELLIA256-SHA384
0xC0,0x9C	TLS_RSA_WITH_AES_128_CCM	AES128-CCM
0xC0,0x9D	TLS_RSA_WITH_AES_256_CCM	AES256-CCM
0xC0,0x9E	TLS_DHE_RSA_WITH_AES_128_CCM	DHE-RSA-AES128-CCM
0xC0,0x9F	TLS_DHE_RSA_WITH_AES_256_CCM	DHE-RSA-AES256-CCM
0xC0,0xA0	TLS_RSA_WITH_AES_128_CCM_8	AES128-CCM8
0xC0,0xA1	TLS_RSA_WITH_AES_256_CCM_8	AES256-CCM8
0xC0,0xA2	TLS_DHE_RSA_WITH_AES_128_CCM_8	DHE-RSA-AES128-CCM8
0xC0,0xA3	TLS_DHE_RSA_WITH_AES_256_CCM_8	DHE-RSA-AES256-CCM8
0xC0,0xA4	TLS_PSK_WITH_AES_128_CCM	PSK-AES128-CCM
0xC0,0xA5	TLS_PSK_WITH_AES_256_CCM	PSK-AES256-CCM
0xC0,0xA6	TLS_DHE_PSK_WITH_AES_128_CCM	DHE-PSK-AES128-CCM
0xC0,0xA7	TLS_DHE_PSK_WITH_AES_256_CCM	DHE-PSK-AES256-CCM
0xC0,0xA8	TLS_PSK_WITH_AES_128_CCM_8	PSK-AES128-CCM8
0xC0,0xA9	TLS_PSK_WITH_AES_256_CCM_8	PSK-AES256-CCM8
0xC0,0xAA	TLS_PSK_DHE_WITH_AES_128_CCM_8	DHE-PSK-AES128-CCM8
0xC0,0xAB	TLS_PSK_DHE_WITH_AES_256_CCM_8	DHE-PSK-AES256-CCM8
0xC0,0xAC	TLS_ECDHE_ECDSA_WITH_AES_128_CCM	ECDHE-ECDSA-AES128-CCM
0xC0,0xAD	TLS_ECDHE_ECDSA_WITH_AES_256_CCM	ECDHE-ECDSA-AES256-CCM
0xC0,0xAE	TLS_ECDHE_ECDSA_WITH_AES_128_CCM_8	ECDHE-ECDSA-AES128-CCM8
0xC0,0xAF	TLS_ECDHE_ECDSA_WITH_AES_256_CCM_8	ECDHE-ECDSA-AES256-CCM8
0xC0,0xB0	TLS_ECCPWD_WITH_AES_128_GCM_SHA256	
0xC0,0xB1	TLS_ECCPWD_WITH_AES_256_GCM_SHA384	
0xC0,0xB2	TLS_ECCPWD_WITH_AES_128_CCM_SHA256	
0xC0,0xB3	TLS_ECCPWD_WITH_AES_256_CCM_SHA384	
0xC0,0xB4	TLS_SHA256_SHA256	
0xC0,0xB5	TLS_SHA384_SHA384	
0xC0,0xB6-FF	Unassigned	
0xC1,0x00	TLS_GOSTR341112_256_WITH_KUZNYECHIK_CTR_OMAC	
0xC1,0x01	TLS_GOSTR341112_256_WITH_MAGMA_CTR_OMAC	
0xC1,0x02	TLS_GOSTR341112_256_WITH_28147_CNT_IMIT	
0xC1,0x03	TLS_GOSTR341112_256_WITH_KUZNYECHIK_MGM_L	
0xC1,0x04	TLS_GOSTR341112_256_WITH_MAGMA_MGM_L	
0xC1,0x05	TLS_GOSTR341112_256_WITH_KUZNYECHIK_MGM_S	
0xC1,0x06	TLS_GOSTR341112_256_WITH_MAGMA_MGM_S	
0xC1,0x07-FF	Unassigned	
0xC2-C9,*	Unassigned	
0xCA,0x00-C9	Unassigned	
0xCA,0xCA	Reserved	
0xCA,0xCB-FF	Unassigned	
0xCB,*	Unassigned	
0xCC,0x00-A7	Unassigned	
0xCC,0xA8	TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256	ECDHE-RSA-CHACHA20-POLY1305
0xCC,0xA9	TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256	ECDHE-ECDSA-CHACHA20-POLY1305
0xCC,0xAA	TLS_DHE_RSA_WITH_CHACHA20_POLY1305_SHA256	DHE-RSA-CHACHA20-POLY1305
0xCC,0xAB	TLS_PSK_WITH_CHACHA20_POLY1305_SHA256	PSK-CHACHA20-POLY1305
0xCC,0xAC	TLS_ECDHE_PSK_WITH_CHACHA20_POLY1305_SHA256	ECDHE-PSK-CHACHA20-POLY1305
0xCC,0xAD	TLS_DHE_PSK_WITH_CHACHA20_POLY1305_SHA256	DHE-PSK-CHACHA20-POLY1305
0xCC,0xAE	TLS_RSA_PSK_WITH_CHACHA20_POLY1305_SHA256	RSA-PSK-CHACHA20-POLY1305
0xCC,0xAF-FF	Unassigned	
0xCD-CF,*	Unassigned	
0xD0,0x00	Unassigned	
0xD0,0x01	TLS_ECDHE_PSK_WITH_AES_128_GCM_SHA256	
0xD0,0x02	TLS_ECDHE_PSK_WITH_AES_256_GCM_SHA384	
0xD0,0x03	TLS_ECDHE_PSK_WITH_AES_128_CCM_8_SHA256	
0xD0,0x04	Unassigned	
0xD0,0x05	TLS_ECDHE_PSK_WITH_AES_128_CCM_SHA256	
0xD0,0x06-FF	Unassigned	
0xD1-D9,*	Unassigned	
0xDA,0x00-D9	Unassigned	
0xDA,0xDA	Reserved	
0xDA,0xDB-FF	Unassigned	
0xDB-E9,*	Unassigned	
0xEA,0x00-E9	Unassigned	
0xEA,0xEA	Reserved	
0xEA,0xEB-FF	Unassigned	
0xEB-F9,*	Unassigned	
0xFA,0x00-C9	Unassigned	
0xFA,0xFA	Reserved	
0xFA,0xFB-FF	Unassigned	
0xFB-FD,*	Unassigned	
0xFE,0x00-FD	Unassigned	
0xFE,0xFE-FF	Reserved to avoid conflicts with widely deployed implementations	
0xFF,0x00-FF	Reserved for Private Use	
